Codigo	Descripcion	Precio Costo	Precio Venta	Precio Mayoreo	Inventario	Inv. Minimo	Departamento
7.50631E+12	Shampoo Sedal Restauracion 340 Ml 	$29.00	$29.00	$29.00	0	0	PERFUMERIA
7.50106E+12	Shampoo Sedal Rita	$26.00	$26.00	$26.00	0	0	PERFUMERIA
7.50631E+12	Shampoo Sedal Rizos 190 Ml	$20.00	$20.00	$20.00	0	2	PERFUMERIA
7.50631E+12	Shampoo Sedal Rizos Perfectos 100 Ml	$13.00	$13.00	$13.00	0	0	PERFUMERIA
7.50631E+12	Shampoo Sedal Rizos350ml	$33.00	$33.00	$33.00	0	0	PERFUMERIA
7.50631E+12	Shampoo Sedal Yuya De 190 Ml	$20.00	$20.00	$20.00	0	2	PERFUMERIA
7.50631E+12	Shampoo Sedal Yuya Detox 190 Ml	$20.00	$20.00	$20.00	0	2	PERFUMERIA
7.50117E+12	Shampoo Selsun Azul 	$111.00	$111.00	$111.00	0	0	PERFUMERIA
 SHAMPOO HEAD S	Shampoo Shead Shouder	$4.00	$4.00	$4.00	0	0	PERFUMERIA
7.50634E+12	Shampoo Shead Shoulder Men 90 Ml	$15.00	$15.00	$15.00	1	0	PERFUMERIA
7.501E+12	Shampoo Shedan De 200ml	$29.00	$29.00	$29.00	0	2	PERFUMERIA
6.5024E+11	Shampoo Tio Nacho Aclarado Natural	$95.00	$95.00	$95.00	0	1	PERFUMERIA
6.5024E+11	Shampoo Tio Nacho Engrosador	$95.00	$95.00	$95.00	1	0	PERFUMERIA
6.5024E+11	Shampoo Tio Nacho Fortalecimiento Capilar 	$85.00	$85.00	$85.00	0	0	PERFUMERIA
6.5024E+11	Shampoo Tio Nacho Menos Canas	$85.00	$85.00	$85.00	0	0	PERFUMERIA
6.5024E+11	Shot B Diabetico Tab	$129.00	$129.00	$129.00	1	0	PATENTE
6.5024E+11	Shot B Dual	$120.00	$120.00	$120.00	0	0	PATENTE
6.5024E+11	Shot B Gs Max	$119.00	$119.00	$119.00	0	0	PATENTE
6.5024E+11	Shot B Tabletas	$105.00	$105.00	$105.00	0	0	PATENTE
6.5024E+11	ShotBGS Cap	$90.00	$90.00	$90.00	0	0	PATENTE
7.50183E+12	Sildenafil 1 Tab 50 Mg	$40.00	$40.00	$40.00	0	0	GENERICOS
7.50222E+12	Sildenafil 50 Mg	$60.00	$60.00	$60.00	0	0	GENERICOS
7.50222E+12	Sildenafil Tab 100 Mg 1 Tableta	$70.00	$70.00	$70.00	0	0	GENERICOS
7.50222E+12	Sildenafil Tab 100 Mg Con 4	$120.00	$120.00	$120.00	3	0	GENERICOS
7.85119E+11	Sildenafil Tab 50 Mg	$110.00	$110.00	$110.00	0	0	GENERICOS
7.50228E+12	Sildenafil Tab 50 Mg 4 Tab	$120.00	$120.00	$120.00	0	0	GENERICOS
7.50222E+12	Sildenafil Tab De 100  Mg	$136.00	$136.00	$136.00	0	0	GENERICOS
7.50222E+12	Silica Fresa 120ml	$55.00	$55.00	$55.00	0	0	PERFUMERIA
7.50222E+12	Silica Fruit 150 Ml	$55.00	$55.00	$55.00	0	0	PERFUMERIA
7.50222E+12	Silica Kids	$55.00	$55.00	$55.00	1	0	PERFUMERIA
7.50222E+12	Silica Kiwi 120 Ml	$55.00	$55.00	$55.00	0	0	PERFUMERIA
7.50222E+12	Silica Mora 150 Ml	$55.00	$55.00	$55.00	1	0	PERFUMERIA
7.50222E+12	Silica Mora 50 Ml	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.50222E+12	Silica Papaya 120 Ml	$55.00	$55.00	$55.00	2	0	PERFUMERIA
7.50222E+12	Silica Pera 120 Ml	$55.00	$55.00	$55.00	1	0	PERFUMERIA
7.50224E+11	Silica Profecional Argan Seda Pure 	$68.00	$68.00	$68.00	1	0	PERFUMERIA
7.50225E+12	Silica Seda 	$68.00	$68.00	$68.00	0	0	PERFUMERIA
7.50225E+12	Silica Silk Hair Uva	$40.00	$40.00	$40.00	0	0	PERFUMERIA
7.50225E+12	Silica Uva	$55.00	$55.00	$55.00	0	0	PERFUMERIA
7.50222E+12	Silica Uva 120 Ml	$55.00	$55.00	$55.00	0	0	PERFUMERIA
7.50222E+12	Silica Uva 50 Ml	$15.00	$15.00	$15.00	1	0	PERFUMERIA
 SILICON SHELY	Silicon Liquido Shely 100ml	$21.00	$21.00	$21.00	1	0	PAPELERIA
7.50301E+12	Silicon Liquido Shely 30ml	$13.00	$13.00	$13.00	10	0	PAPELERIA
7.50301E+12	Silicon Liquido Shely 60ml	$14.00	$14.00	$14.00	3	0	PAPELERIA
 SILICON FRIO G	Silicón Frio 100ml	$18.00	$18.00	$18.00	11	0	PAPELERIA
 SILICON FRIO 	Silicón Frio 30ml	$10.00	$10.00	$10.00	9	0	PAPELERIA
 SILCON FRIO 	Silicón Frio 60ml 	$14.00	$14.00	$14.00	11	0	PAPELERIA
6.5024E+11	Silka Medic 15g	$55.00	$55.00	$55.00	0	0	PATENTE
6.5024E+11	Silka Medic 30g	$86.00	$86.00	$86.00	2	0	PATENTE
6.5024E+11	Silka Pie De Atelta 30 Ml	$98.00	$98.00	$98.00	1	0	PERFUMERIA
7.50222E+12	Sillica Seda Fresa 50 Ml	$15.00	$15.00	$15.00	1	0	PERFUMERIA
7.50112E+12	Sinpebac Unguento	$172.00	$172.00	$172.00	0	0	PATENTE
7.50116E+12	Sinuberase Liq. 5ml Amp Con 10	$189.00	$189.00	$189.00	0	0	PATENTE
7.50136E+12	Sinuberase Tab	$155.00	$155.00	$155.00	0	0	PATENTE
7.50116E+12	Sinuberase Tab	$148.00	$148.00	$148.00	0	0	PATENTE
6.5024E+11	Sistema GB Alopecia	$480.00	$480.00	$480.00	0	0	PERFUMERIA
 SKITTLES	Skittles 22g	$7.00	$7.00	$7.00	0	0	VENTA LIBRE
 SKWINKLES CLASICOS	Skwinkles Clasicos Y Rellenos	$9.00	$9.00	$9.00	0	0	VENTA LIBRE
 SKWINKLES SALSAGHETI	Skwinkles Salsagheti	$8.00	$8.00	$8.00	0	0	VENTA LIBRE
 SNIKERS	Snickers 48g	$14.00	$14.00	$14.00	0	0	VENTA LIBRE
 SOBRE DE COLOR 	Sobre De Color Tamaño Carta	$2.50	$2.50	$2.50	96	0	PAPELERIA
 SOBRE	Sobre T Carta Blanco	$1.50	$1.50	$1.50	84	0	PAPELERIA
 SOBRE ESQUELA CON HI	Sobre Tamaño Esquela Con Hilo	$8.00	$8.00	$8.00	25	0	PAPELERIA
7.50113E+12	Soldrin Oftalmico	$55.00	$55.00	$55.00	0	0	PATENTE
7.50113E+12	Soldrin Otico 	$130.00	$130.00	$130.00	0	0	PATENTE
 SOLERO ARTESANAL FRE	Solero Artesanal	$18.00	$18.00	$18.00	8	0	VENTA LIBRE
 SOLERO  CHAMOY	Solero Citrus Chamoy	$12.00	$12.00	$12.00	14	0	VENTA LIBRE
 SOLERO FRUTOS ROJOS	Solero Frutos Rojos	$23.00	$23.00	$23.00	17	0	VENTA LIBRE
 SOLERO MOUSE LIMON	Solero Mouse Limon	$20.00	$20.00	$20.00	0	0	VENTA LIBRE
7.50113E+12	Solucion Clorulo Desodio De 100ml	$35.00	$35.00	$35.00	5	0	MATERIAL DE CURACION
7.50113E+12	Solucion Cloruro De Sodio 1000ml	$60.00	$60.00	$60.00	7	0	MATERIAL DE CURACION
7.50113E+12	Solucion Cloruro De Sodio 250 Ml	$48.00	$48.00	$48.00	9	0	MATERIAL DE CURACION
7.50113E+12	Solucion Cloruro De Sodio 500 Ml	$45.00	$45.00	$45.00	3	0	MATERIAL DE CURACION
7.50113E+12	Solucion Dx-Cs 1000ml	$60.00	$60.00	$60.00	5	0	MATERIAL DE CURACION
75025014	Solucion Glucosa 50% Dx-50	$65.00	$65.00	$65.00	2	0	MATERIAL DE CURACION
7.50113E+12	Solucion Glucosa Dx-5 500ml	$50.00	$50.00	$50.00	4	0	MATERIAL DE CURACION
7.50113E+12	Solucion Glucosada 1000 Ml 5 %	$70.00	$70.00	$70.00	5	0	MATERIAL DE CURACION
7.50113E+12	Solucion Hartman 500ml	$55.00	$55.00	$55.00	5	0	MATERIAL DE CURACION
7.50113E+12	Solucion Hartmann  1000ML	$70.00	$70.00	$70.00	3	0	MATERIAL DE CURACION
7.50113E+12	Solucion Hartmann 250ml	$40.00	$40.00	$40.00	2	0	MATERIAL DE CURACION
7.50157E+12	Solucion Iodopovidona	$65.00	$65.00	$65.00	0	0	GENERICOS
 SOLURAL	Solural Sabores Pediatrico	$20.00	$20.00	$20.00	1	0	GENERICOS
7.50109E+12	Solutina F Sol Oftalmica	$75.00	$75.00	$75.00	0	0	PATENTE
7.36085E+11	Sopriphen Oftalmico	$305.00	$305.00	$305.00	0	0	PATENTE
7.80083E+11	Span Plex Gotas	$45.00	$45.00	$45.00	0	0	GENERICOS
7.50106E+12	Spray Treseme Extra Firme	$60.00	$60.00	$60.00	0	0	PERFUMERIA
7.50108E+12	Sterimar	$135.00	$135.00	$135.00	0	0	PATENTE
7.50108E+12	Sterimar Bebe	$138.00	$138.00	$138.00	0	0	PATENTE
 STICKERKING 	Stickerking	$10.00	$10.00	$10.00	31	0	PAPELERIA
 STICKERS FORMA	Stickers Forma Manzana 	$10.00	$10.00	$10.00	10	0	PAPELERIA
 STICKERS SPARKLY	Stickers Sparklyn	$10.00	$10.00	$10.00	3	0	PAPELERIA
7.50123E+12	Stresstabs	$190.00	$190.00	$190.00	0	0	PATENTE
 SUBMARINOS	Submarinos	$14.00	$14.00	$14.00	1	0	VENTA LIBRE
 SUEROX IONES	Sueros Iones	$20.00	$20.00	$20.00	3	0	PATENTE
 SUEROX XPLORERS	Suerox Xplorers 	$22.00	$22.00	$22.00	10	0	PATENTE
7.50221E+12	Sulfadiazina Argemol Crema	$65.00	$65.00	$65.00	1	0	GENERICOS
7.50154E+12	Sulfametoxazol/Trimetoprima Tab 800/160	$45.00	$45.00	$45.00	0	0	GENERICOS
 SULFATIAZOL POLVO	Sulfatiazol polvo	$5.00	$5.00	$5.00	44	0	rebotica
7.50145E+12	Sulfato Ferroso Tab	$15.00	$15.00	$15.00	0	0	GENERICOS
7.50109E+12	Suma - B Inyectable	$0.00	$245.00	$245.00	0	0	PATENTE
 SUPOSITORIOS BEBE	Supositorios Bebe	$6.00	$6.00	$6.00	3	0	PERFUMERIA
 SENSOSIAN SUPOSITORI	Supositorios Senosian Adulto	$5.00	$5.00	$5.00	0	0	PATENTE
7.5013E+12	Supradol Hipack Inyectable	$90.00	$90.00	$90.00	0	0	PATENTE
7.5013E+12	Supradol Tab 	$89.00	$89.00	$89.00	0	0	PATENTE
7.5013E+12	Supradol Tabletas Sublingual	$110.00	$110.00	$110.00	0	0	PATENTE
 SUTURAS	Suturas	$50.00	$50.00	$50.00	21	0	MATERIAL DE CURACION
79200628581	Sweetarts	$14.00	$14.00	$14.00	0	0	VENTA LIBRE
7.50109E+12	Synalar 20 Gr	$88.00	$88.00	$88.00	0	0	PATENTE
7.50109E+12	Synalar Oftalmico	$114.00	$114.00	$114.00	0	0	PATENTE
7.50109E+12	Synalar Simple 40 Gr	$156.00	$156.00	$156.00	0	0	PATENTE
7.50109E+12	Synalar-O Solucion Otica	$148.00	$148.00	$148.00	0	0	PATENTE
7.50107E+12	Syncol Max Caja	$77.00	$77.00	$77.00	0	0	PATENTE
 SYNCOL MAX SUELTA	Syncol Max Suelta	$8.00	$8.00	$8.00	0	0	PATENTE
 SYNCOL TAB SUELTA	Syncol Tab Suelta	$9.00	$9.00	$9.00	0	0	PATENTE
7.50107E+12	Syncol Tabletas	$70.00	$70.00	$70.00	1	0	PATENTE
7.50107E+12	Syncol Teen Caja	$51.00	$51.00	$51.00	0	0	PATENTE
 SYNCOL TEEN SUELTA	Syncol Teen Suelta 	$7.00	$7.00	$7.00	12	0	PASTILLAS SUELTAS
3.00651E+11	Systane Balance Gota Oftalmica	$382.00	$382.00	$382.00	0	0	PATENTE
7.50108E+12	Szterimar Intantil	$138.00	$138.00	$138.00	0	0	PATENTE
7.5011E+12	T-Taio Tallador	$18.00	$18.00	$18.00	0	0	PERFUMERIA
 TABCIN NOCHE SUELTA	TABCIN Noche SUELTA Duo	$12.00	$12.00	$12.00	6	0	PATENTE
 TAKIS	TAKIS	$12.00	$12.00	$12.00	6	0	VENTA LIBRE
 TAKIS PALTEA	TAKIS PALETA	$4.00	$4.00	$4.00	0	0	VENTA LIBRE
7.5013E+11	TAPAZOL 5 MG. 	$390.00	$390.00	$390.00	0	0	PATENTE
 TARTINAS 	TARTINAS 	$10.00	$10.00	$10.00	0	0	VENTA LIBRE
7.50135E+12	TELMISARTAN CON HIDROCLORATIAZIDA TAB	$170.00	$170.00	$170.00	0	0	GENERICOS
7.5011E+12	TEMPRA 500 MG CJAC20	$55.00	$55.00	$55.00	0	0	PATENTE
7.50109E+12	TESALON PERLAS	$185.00	$185.00	$185.00	1	0	PATENTE
 TINTA PARA SELLO	TINTA PARA SELLO	$40.00	$40.00	$40.00	3	0	PAPELERIA
3.61423E+12	TINTE KOLESTON NEGRO 	$63.00	$63.00	$63.00	0	0	PERFUMERIA
7.502E+12	TOBRAMICINA /DEXAMETASONA	$98.00	$98.00	$98.00	0	0	GENERICOS
 TOREADAS	TOREADAS	$10.00	$10.00	$10.00	0	0	VENTA LIBRE
7.503E+12	TORUNDAS QUIRMEX ALGODON 	$20.00	$20.00	$20.00	0	0	MATERIAL DE CURACION
 TOSTACHOS	TOSTACHOS	$10.00	$10.00	$10.00	3	0	VENTA LIBRE
 TRIDENT 4 PASTILLAS	TRIDENT 4 PASTILLAS	$2.00	$2.00	$2.00	81	0	VENTA LIBRE
 TRIKI TRAKES GALLETA	TRIKI TRAKES GALLETAS	$10.00	$10.00	$10.00	0	0	VENTA LIBRE
 TRIKI TRAKES TUBO	TRIKI TRAKES TUBO	$22.00	$22.00	$22.00	0	0	VENTA LIBRE
7.50101E+12	Tabcin 500 Efervescente	$28.00	$28.00	$28.00	0	0	PATENTE
 TABCIN 500 EFERVESCE	Tabcin 500 Efervescente Suelta	$5.00	$5.00	$5.00	0	0	PATENTE
7.50101E+12	Tabcin Active	$55.00	$55.00	$55.00	0	0	PATENTE
 TABCIN ACTIVE SUEKTA	Tabcin Active Suelta	$12.00	$12.00	$12.00	2	0	PASTILLAS SUELTAS
 TABCIN AZUL	Tabcin Azul Efervescente Suelto	$5.00	$5.00	$5.00	0	0	PATENTE
 TABCIN EFERVECENTE	Tabcin Eferbecente Suelta 	$3.50	$3.50	$3.50	0	0	PATENTE
7.50101E+12	Tabcin Efervecente Caja	$125.00	$125.00	$125.00	0	0	PATENTE
7.50101E+12	Tabcin EfervescCjaC12	$28.00	$28.00	$28.00	0	0	PATENTE
7.50101E+12	Tabcin Noche	$55.00	$55.00	$55.00	0	0	PATENTE
 TAKIS SHOCK	Takis Shock	$10.00	$10.00	$10.00	0	0	VENTA LIBRE
7.50105E+12	Talco  Mexsana 320g	$85.00	$85.00	$85.00	0	0	PERFUMERIA
7.50222E+12	Talco Ammens  Fresh 125 G	$18.00	$18.00	$18.00	0	0	PERFUMERIA
7.50222E+12	Talco Ammens 250 Gr	$25.00	$25.00	$25.00	0	0	PERFUMERIA
7.50222E+12	Talco Ammens 60 Gr Original	$18.00	$18.00	$18.00	0	0	PERFUMERIA
7.50222E+11	Talco Ammens Baby	$16.00	$16.00	$16.00	0	0	PERFUMERIA
7.50222E+12	Talco Ammens Baby	$13.00	$13.00	$13.00	0	0	PERFUMERIA
7.50222E+12	Talco Ammens Baby	$35.00	$35.00	$35.00	0	0	PERFUMERIA
7.50222E+12	Talco Ammens Fresco Aroma  250g	$31.00	$31.00	$31.00	0	0	PERFUMERIA
7.50222E+12	Talco Ammens Fresco Aroma 60g	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.58022E+13	Talco Ammens Fresh	$13.00	$13.00	$13.00	0	0	PERFUMERIA
7.50222E+12	Talco Ammens Manzanilla	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.50222E+12	Talco Ammens Original	$23.00	$23.00	$23.00	0	0	PERFUMERIA
7.50222E+12	Talco Deodorex 100 G	$25.00	$25.00	$25.00	0	0	PERFUMERIA
7.50222E+12	Talco Deodorex 200 G	$38.00	$38.00	$38.00	0	0	PERFUMERIA
3.54312E+11	Talco Derman 80 Gr	$43.00	$43.00	$43.00	0	0	PERFUMERIA
3.54312E+11	Talco Derman Azul Relajante	$26.00	$26.00	$26.00	2	0	PERFUMERIA
3.54312E+11	Talco Derman Floral	$22.00	$22.00	$22.00	0	0	PERFUMERIA
7.89101E+12	Talco Johnson 200 G	$30.00	$30.00	$30.00	0	0	PERFUMERIA
7.89101E+12	Talco Johnson Baby 100 G	$20.00	$20.00	$20.00	0	0	PERFUMERIA
7.50104E+12	Talco Mennen  Azul 100g	$39.00	$39.00	$39.00	2	0	PERFUMERIA
7.50104E+12	Talco Mennen Rosa 100g	$39.00	$39.00	$39.00	1	0	PERFUMERIA
7.50105E+13	Talco Mexsana 320 G	$68.00	$68.00	$68.00	0	0	PERFUMERIA
7.50105E+12	Talco Mexsana 80g	$55.00	$38.00	$38.00	0	0	PERFUMERIA
7.50136E+12	Talco Odolex 75g	$9.00	$9.00	$9.00	0	0	PERFUMERIA
7.50104E+12	Talco Olorex  130 Gr Mentil	$28.00	$28.00	$28.00	0	0	PERFUMERIA
7.50104E+12	Talco Olorex 130 Gr	$29.00	$29.00	$29.00	0	0	PERFUMERIA
7.50104E+12	Talco Olorex 200 Gr	$42.00	$42.00	$42.00	0	0	PERFUMERIA
7.50104E+12	Talco Olorex 330 Gr	$56.00	$56.00	$56.00	0	0	PERFUMERIA
7.50104E+12	Talco Olorex 330 Gr Mentol	$55.00	$55.00	$55.00	0	0	PERFUMERIA
7.50104E+12	Talco Olorex Triclosan 200g	$53.00	$53.00	$53.00	0	0	PERFUMERIA
7.50106E+12	Talco Rexona 100g	$35.00	$35.00	$35.00	0	0	PERFUMERIA
7.50106E+12	Talco Rexona Efficient 200 	$48.00	$48.00	$48.00	1	0	PERFUMERIA
6.5024E+11	Talco Silka Medic Extrasecante	$48.00	$48.00	$48.00	1	0	PERFUMERIA
6.5024E+11	Talco Silka Medic Sensitive	$38.00	$38.00	$38.00	0	0	PERFUMERIA
6.5024E+11	Talco Silka Medik Cocoluchoide	$49.00	$49.00	$49.00	0	0	PERFUMERIA
6.5024E+11	Talco Silka Medik Refrescante	$50.00	$50.00	$50.00	2	0	PERFUMERIA
7.50107E+12	Talco Ting Polvo	$92.00	$92.00	$92.00	1	0	PERFUMERIA
7.50107E+12	Talco Ting Polvo 45 Gr	$69.00	$69.00	$69.00	0	0	PERFUMERIA
6.5024E+11	Talco Unesia	$52.00	$52.00	$52.00	1	0	PERFUMERIA
20800600330	Tampax C/10	$37.00	$37.00	$37.00	0	0	PERFUMERIA
7.5063E+12	Tampax Pearl	$42.00	$42.00	$42.00	3	0	PERFUMERIA
7.5063E+12	Tampax Pearl	$45.00	$45.00	$45.00	1	0	PERFUMERIA
4.0154E+12	Tampax Super 	$42.00	$42.00	$42.00	1	0	PERFUMERIA
20800600347	Tampax Super Plus 	$42.00	$42.00	$42.00	0	0	PERFUMERIA
20800602034	Tampax Super Plus	$36.00	$36.00	$36.00	0	0	PERFUMERIA
7.5063E+12	Tampones Always	$60.00	$60.00	$60.00	0	0	PERFUMERIA
7.50634E+12	Tampones Naturella	$40.00	$40.00	$40.00	0	0	PERFUMERIA
7.50102E+12	Tampones Saba Largos Super Plus	$34.00	$34.00	$34.00	0	0	PERFUMERIA
7.50102E+12	Tampones Saba Regular	$34.00	$34.00	$34.00	0	0	PERFUMERIA
7.50102E+12	Tampones Saba Super Plus	$36.00	$36.00	$36.00	0	0	PERFUMERIA
2080060034	Tampones Tampax	$45.00	$45.00	$45.00	0	0	PERFUMERIA
7.50102E+12	Tamponex Kotex Flujo Mod Con 10	$41.00	$41.00	$41.00	0	0	PERFUMERIA
7.50102E+12	Tamponex Saba Regular Con 10	$30.00	$30.00	$30.00	0	0	PERFUMERIA
7.50222E+12	Tanco Ammens 250	$32.00	$32.00	$32.00	0	0	PERFUMERIA
3.54312E+11	Tanco Derman Kits	$25.00	$25.00	$25.00	0	0	PERFUMERIA
 TANGRAM DE MADERA 	Tangram De Madera Chico 	$75.00	$75.00	$75.00	2	0	PAPELERIA
 TANGRAM DE MADERA G	Tangram De Madera Con Marco 	$125.00	$125.00	$125.00	2	0	PAPELERIA
 TANGRAM DE PALSTICO 	Tangram De Plastico 	$95.00	$95.00	$95.00	1	0	PAPELERIA
 TANGRAN GRANDE PLAST	Tangram Grande Hule	$35.00	$35.00	$35.00	2	0	PAPELERIA
 TANGRAM MEDIANO DE M	Tangram Mediano De Madera	$75.00	$75.00	$75.00	3	0	PAPELERIA
 TANGRAM PLASTICO	Tangram Plastico	$30.00	$30.00	$30.00	3	0	PAPELERIA
 TARJETAS 5X 8 SUELTA	Tarjeta 5 X 8 Suelta	$1.00	$1.00	$1.00	100	0	PAPELERIA
 TARJETA BLANCA	Tarjeta Blanca Paquete 3x5	$16.00	$16.00	$16.00	0	0	PAPELERIA
 TAERJETA 	Tarjeta Blanca Paquete 5x8	$29.00	$29.00	$29.00	0	0	PAPELERIA
 TARJETA BLANCA A	Tarjeta Blanca Roca Tamaño 3x5	$1.00	$1.00	$1.00	100	0	PAPELERIA
 TARJETAS BLANCAS ROC	Tarjeta Blanca Roca Tamaño 4x6 	$1.50	$1.50	$1.50	0	0	PAPELERIA
 TARJETA BLNCA 	Tarjeta Blanca Tamaño 5x8 Dar 3x$5	$5.00	$5.00	$5.00	30	0	PAPELERIA
6.0276E+11	Tarjetas 5x8 Blancas Y Rayadas	$55.00	$55.00	$55.00	4	0	PAPELERIA
 TARJETAS BLANCAS	Tarjetas Blancas Estrella	$26.00	$26.00	$26.00	0	0	PAPELERIA
6.0276E+11	Tarjetas Blancas Y Rayas 3x5 	$27.00	$27.00	$27.00	5	0	PAPELERIA
 TARJETAS SUELTAS	Tarjetas Sueltas	$0.50	$0.50	$0.50	100	0	PAPELERIA
 TE MANZANILLA	Te Manzanilla	$2.00	$2.00	$2.00	8	0	PERFUMERIA
7.503E+12	Te Sensual 	$119.00	$119.00	$119.00	0	0	PERFUMERIA
7.50187E+12	Tela Adhesiva 1.25 Cm X 1 M	$15.00	$15.00	$15.00	0	0	MATERIAL DE CURACION
7.50187E+12	Tela Adhesiva 1.25 X 5 M	$25.00	$25.00	$25.00	6	0	MATERIAL DE CURACION
7.50643E+12	Tela Adhesiva 1.25x1	$12.00	$12.00	$12.00	7	0	MATERIAL DE CURACION
7.50643E+12	Tela Adhesiva 2.5 X 1 m	$20.00	$20.00	$20.00	10	0	MATERIAL DE CURACION
7.50643E+12	Tela Adhesiva Blanca 2.5 X 5	$32.00	$32.00	$32.00	7	0	MATERIAL DE CURACION
 TELA ADHESIVA MINI	Tela Adhesivas Mini	$10.00	$10.00	$10.00	0	0	MATERIAL DE CURACION
7.50135E+12	Telminsartan 40mg 	$80.00	$80.00	$80.00	2	0	GENERICOS
7.50113E+12	Telmisartan 40mg	$95.00	$95.00	$95.00	2	0	GENERICOS
7.50222E+12	Telmisartan Con Hidroclorotiazida Con 14 Tab	$170.00	$170.00	$170.00	0	0	generico (Eliminado 06/08/2020)
7.50135E+12	Telmisartan Tab 80 Mg	$179.00	$179.00	$179.00	2	0	GENERICOS
7.50108E+12	Telmisartan Tabletas	$100.00	$100.00	$100.00	0	0	GENERICOS
7.5011E+12	Tempra ES3 Tab	$78.00	$78.00	$78.00	0	0	PATENTE
 TEMPRA TAB SUELTAS	Tempra Forte Suelta Tab	$5.00	$5.00	$5.00	22	0	PASTILLAS SUELTAS
7.5011E+12	Tempra Forte Tab	$85.00	$85.00	$85.00	0	0	PATENTE
7.50104E+12	Tempra Gotas	$83.00	$83.00	$83.00	0	0	PATENTE
7.50106E+12	Tempra Jarabe	$124.00	$124.00	$124.00	0	0	PATENTE
 TEMPRA MUESTRA MEDIC	Tempra Muestra  Medica	$60.00	$60.00	$60.00	6	0	PATENTE
7.50106E+12	Tempra Solucion Pediatrico 30 Ml	$113.00	$113.00	$113.00	0	0	PATENTE
7.5011E+12	Tempra Tab 500 Mg	$42.00	$42.00	$42.00	1	0	PATENTE
7.5011E+12	Tempra Tab Uva	$110.00	$110.00	$110.00	0	0	PATENTE
7.50112E+12	Tenalif Jarabe	$110.00	$110.00	$110.00	0	0	PATENTE
7.50112E+12	Teraflu Sobre	$16.00	$16.00	$16.00	0	0	PATENTE
7.50112E+12	Terbac Im Inyectable	$250.00	$250.00	$250.00	0	0	PATENTE
7.50126E+12	Terbinafina Crema	$45.00	$45.00	$45.00	4	0	GENERICOS
7.50221E+12	Terbinafina Crema Erbitrax	$45.00	$45.00	$45.00	2	0	GENERICOS
7.50223E+12	Terbinafina Solucion Spray	$70.00	$70.00	$70.00	0	0	GENERICOS
7.50301E+12	Terbinafina Tab 250mg	$150.00	$150.00	$150.00	2	0	GENERICOS
 TERMOMETRO DE MERCUR	Termometro De Mercurio	$23.00	$23.00	$23.00	3	0	MATERIAL DE CURACION
 TERMOMETRO DIG	Termometro Digital Azul	$125.00	$125.00	$125.00	4	0	MATERIAL DE CURACION
7.50129E+12	Terramicina C 16 Capsulas	$229.00	$229.00	$229.00	0	0	PATENTE
 TERRAMICINA	Terramicina Capsulas Sueltas	$18.00	$18.00	$18.00	22	0	PASTILLAS SUELTAS
7.50129E+12	Terramicina Oftalmica	$128.00	$128.00	$128.00	1	0	PATENTE
7.50112E+12	Tesalon Jarabe Adulto	$130.00	$130.00	$130.00	0	0	PATENTE
7.50109E+12	Tesalon Niños 	$96.00	$96.00	$96.00	0	0	PATENTE
7.50112E+12	Tesalon Tab 	$105.00	$105.00	$105.00	0	0	PATENTE
 TESALON	Tesalon Tabletas Sueltas	$7.00	$7.00	$7.00	19	0	PATENTE
 THEALOZ DUO	Thealoz Duo	$652.00	$652.00	$652.00	0	0	PATENTE
7.80083E+11	Threchop Supension	$55.00	$55.00	$55.00	0	0	GENERICOS
7.5011E+12	Tiaminal B 12 Iny	$220.00	$220.00	$220.00	0	0	PATENTE
7.5011E+12	Tiaminal B12 Cap	$200.00	$200.00	$200.00	0	0	PATENTE
 TIC TAC	Tic Tac	$8.00	$8.00	$8.00	0	0	VENTA LIBRE
7.50222E+12	Tijera Baijin Para Costura	$43.00	$43.00	$43.00	0	0	PAPELERIA
7.50121E+12	Tijera De Costura Barrilito	$175.00	$175.00	$175.00	1	0	PAPELERIA
 TIJERAS 	Tijera Delta	$12.00	$12.00	$12.00	17	0	PAPELERIA
 TIJERA MAPED	Tijera Maped	$16.00	$16.00	$16.00	4	0	PAPELERIA
 TIJERAS SABONIS 6 PU	Tijera Sabonis De 6 Pulgadas	$60.00	$60.00	$60.00	1	0	PAPELERIA
 TIJERAS MAPED 	Tijeras Maped 	$14.00	$14.00	$14.00	0	0	PAPELERIA
 TIJERAS SABONIS 7 Y	Tijeras Sabonis De 7 Y Medio Pulgadas	$70.00	$70.00	$70.00	2	0	PAPELERIA
7.3897E+11	Tijeras Zigzag	$35.00	$35.00	$35.00	2	0	PAPELERIA
75049812	Timolol Gotas Oftalmico	$95.00	$95.00	$95.00	0	0	GENERICOS
7.50107E+12	Ting Aerosol	$96.00	$96.00	$96.00	0	0	PERFUMERIA
7.50107E+12	Ting Polvo 160 Gr	$138.00	$138.00	$138.00	1	0	PERFUMERIA
7.50129E+12	Tinte Caballito Azul	$12.00	$12.00	$12.00	1	0	PERFUMERIA
7.50108E+12	Tinte Just For Men	$139.00	$139.00	$139.00	1	0	PERFUMERIA
7.50108E+12	Tinte Just For Men Negro Barba Y Bigote	$149.00	$149.00	$149.00	1	0	PERFUMERIA
